2026-06-28 21:40:03 eval-1        | === RUN   TestSemanticCacheEval
2026-06-28 21:42:58 eval-1        |                Same intent rephrased — should exceed similarity threshold.
2026-06-28 21:42:59 eval-1        |     eval_test.go:303: FAIL [tc-0252] semantic_hit           expected=semantic_hit  got=miss          sim=n/a
2026-06-28 21:42:59 eval-1        |                Same intent rephrased — should exceed similarity threshold.
2026-06-28 21:43:00 eval-1        |     eval_test.go:303: FAIL [tc-0253] semantic_hit           expected=semantic_hit  got=miss          sim=n/a
2026-06-28 21:43:00 eval-1        |                Same intent rephrased — should exceed similarity threshold.
2026-06-28 21:43:00 eval-1        |     eval_test.go:303: FAIL [tc-0254] semantic_hit           expected=semantic_hit  got=miss          sim=n/a
2026-06-28 21:43:00 eval-1        |                Same intent rephrased — should exceed similarity threshold.
2026-06-28 21:43:01 eval-1        |     eval_test.go:303: FAIL [tc-0255] semantic_hit           expected=semantic_hit  got=miss          sim=n/a
2026-06-28 21:43:01 eval-1        |                Same intent rephrased — should exceed similarity threshold.
2026-06-28 21:43:02 eval-1        |     eval_test.go:303: FAIL [tc-0256] semantic_hit           expected=semantic_hit  got=miss          sim=n/a
2026-06-28 21:43:02 eval-1        |                Same intent rephrased — should exceed similarity threshold.
2026-06-28 21:43:02 eval-1        |     eval_test.go:303: FAIL [tc-0257] semantic_hit           expected=semantic_hit  got=miss          sim=n/a
2026-06-28 21:43:02 eval-1        |                Same intent rephrased — should exceed similarity threshold.
2026-06-28 21:43:03 eval-1        |     eval_test.go:310: PASS [tc-0258] semantic_hit           got=semantic_hit  latency=540ms sim=0.8558
2026-06-28 21:43:03 eval-1        |     eval_test.go:310: PASS [tc-0259] semantic_hit           got=semantic_hit  latency=526ms sim=0.8645
2026-06-28 21:43:04 eval-1        |     eval_test.go:303: FAIL [tc-0260] semantic_hit           expected=semantic_hit  got=miss          sim=n/a
2026-06-28 21:43:04 eval-1        |                Same intent rephrased — should exceed similarity threshold.
2026-06-28 21:43:05 eval-1        |     eval_test.go:303: FAIL [tc-0261] semantic_hit           expected=semantic_hit  got=miss          sim=n/a
2026-06-28 21:43:05 eval-1        |                Same intent rephrased — should exceed similarity threshold.
2026-06-28 21:43:05 eval-1        |     eval_test.go:303: FAIL [tc-0262] semantic_hit           expected=semantic_hit  got=miss          sim=n/a
2026-06-28 21:43:05 eval-1        |                Same intent rephrased — should exceed similarity threshold.
2026-06-28 21:43:05 eval-1        |     eval_test.go:303: FAIL [tc-0263] semantic_hit           expected=semantic_hit  got=miss          sim=n/a
2026-06-28 21:43:05 eval-1        |                Same intent rephrased — should exceed similarity threshold.
2026-06-28 21:43:06 eval-1        |     eval_test.go:303: FAIL [tc-0264] semantic_hit           expected=semantic_hit  got=miss          sim=n/a
2026-06-28 21:43:06 eval-1        |                Same intent rephrased — should exceed similarity threshold.
2026-06-28 21:43:07 eval-1        |     eval_test.go:303: FAIL [tc-0265] semantic_hit           expected=semantic_hit  got=miss          sim=n/a
2026-06-28 21:43:07 eval-1        |                Same intent rephrased — should exceed similarity threshold.
2026-06-28 21:43:07 eval-1        |     eval_test.go:303: FAIL [tc-0266] semantic_hit           expected=semantic_hit  got=miss          sim=n/a
2026-06-28 21:43:07 eval-1        |                Same intent rephrased — should exceed similarity threshold.
2026-06-28 21:43:08 eval-1        |     eval_test.go:303: FAIL [tc-0267] semantic_hit           expected=semantic_hit  got=miss          sim=n/a
2026-06-28 21:43:08 eval-1        |                Same intent rephrased — should exceed similarity threshold.
2026-06-28 21:43:08 eval-1        |     eval_test.go:303: FAIL [tc-0268] semantic_hit           expected=semantic_hit  got=miss          sim=n/a
2026-06-28 21:43:08 eval-1        |                Same intent rephrased — should exceed similarity threshold.
2026-06-28 21:43:09 eval-1        |     eval_test.go:303: FAIL [tc-0269] semantic_hit           expected=semantic_hit  got=miss          sim=n/a
2026-06-28 21:43:09 eval-1        |                Same intent rephrased — should exceed similarity threshold.
2026-06-28 21:43:10 eval-1        |     eval_test.go:303: FAIL [tc-0270] semantic_hit           expected=semantic_hit  got=miss          sim=n/a
2026-06-28 21:43:10 eval-1        |                Same intent rephrased — should exceed similarity threshold.
2026-06-28 21:43:10 eval-1        |     eval_test.go:303: FAIL [tc-0271] semantic_hit           expected=semantic_hit  got=miss          sim=n/a
2026-06-28 21:43:10 eval-1        |                Same intent rephrased — should exceed similarity threshold.
2026-06-28 21:43:11 eval-1        |     eval_test.go:303: FAIL [tc-0272] semantic_hit           expected=semantic_hit  got=miss          sim=n/a
2026-06-28 21:43:11 eval-1        |                Same intent rephrased — should exceed similarity threshold.
2026-06-28 21:43:11 eval-1        |     eval_test.go:303: FAIL [tc-0273] semantic_hit           expected=semantic_hit  got=miss          sim=n/a
2026-06-28 21:43:11 eval-1        |                Same intent rephrased — should exceed similarity threshold.
2026-06-28 21:43:12 eval-1        |     eval_test.go:303: FAIL [tc-0274] semantic_hit           expected=semantic_hit  got=miss          sim=n/a
2026-06-28 21:43:12 eval-1        |                Same intent rephrased — should exceed similarity threshold.
2026-06-28 21:43:12 eval-1        |     eval_test.go:303: FAIL [tc-0275] semantic_hit           expected=semantic_hit  got=miss          sim=n/a
2026-06-28 21:43:12 eval-1        |                Same intent rephrased — should exceed similarity threshold.
2026-06-28 21:43:13 eval-1        |     eval_test.go:303: FAIL [tc-0276] semantic_hit           expected=semantic_hit  got=miss          sim=n/a
2026-06-28 21:43:13 eval-1        |                Same intent rephrased — should exceed similarity threshold.
2026-06-28 21:43:14 eval-1        |     eval_test.go:303: FAIL [tc-0277] semantic_hit           expected=semantic_hit  got=miss          sim=n/a
2026-06-28 21:43:14 eval-1        |                Same intent rephrased — should exceed similarity threshold.
2026-06-28 21:43:15 eval-1        |     eval_test.go:303: FAIL [tc-0278] semantic_hit           expected=semantic_hit  got=miss          sim=n/a
2026-06-28 21:43:15 eval-1        |                Same intent rephrased — should exceed similarity threshold.
2026-06-28 21:43:15 eval-1        |     eval_test.go:310: PASS [tc-0279] semantic_hit           got=semantic_hit  latency=389ms sim=0.8752
2026-06-28 21:43:16 eval-1        |     eval_test.go:303: FAIL [tc-0280] semantic_hit           expected=semantic_hit  got=miss          sim=n/a
2026-06-28 21:43:16 eval-1        |                Same intent rephrased — should exceed similarity threshold.
2026-06-28 21:43:16 eval-1        |     eval_test.go:303: FAIL [tc-0281] semantic_hit           expected=semantic_hit  got=miss          sim=n/a
2026-06-28 21:43:16 eval-1        |                Same intent rephrased — should exceed similarity threshold.
2026-06-28 21:43:17 eval-1        |     eval_test.go:303: FAIL [tc-0282] semantic_hit           expected=semantic_hit  got=miss          sim=n/a
2026-06-28 21:43:17 eval-1        |                Same intent rephrased — should exceed similarity threshold.
2026-06-28 21:43:17 eval-1        |     eval_test.go:303: FAIL [tc-0283] semantic_hit           expected=semantic_hit  got=miss          sim=n/a
2026-06-28 21:43:17 eval-1        |                Same intent rephrased — should exceed similarity threshold.
2026-06-28 21:43:18 eval-1        |     eval_test.go:303: FAIL [tc-0284] semantic_hit           expected=semantic_hit  got=miss          sim=n/a
2026-06-28 21:43:18 eval-1        |                Same intent rephrased — should exceed similarity threshold.
2026-06-28 21:43:19 eval-1        |     eval_test.go:303: FAIL [tc-0285] semantic_hit           expected=semantic_hit  got=miss          sim=n/a
2026-06-28 21:43:19 eval-1        |                Same intent rephrased — should exceed similarity threshold.
2026-06-28 21:43:20 eval-1        |     eval_test.go:303: FAIL [tc-0286] semantic_hit           expected=semantic_hit  got=miss          sim=n/a
2026-06-28 21:43:20 eval-1        |                Same intent rephrased — should exceed similarity threshold.
2026-06-28 21:43:20 eval-1        |     eval_test.go:303: FAIL [tc-0287] semantic_hit           expected=semantic_hit  got=miss          sim=n/a
2026-06-28 21:43:20 eval-1        |                Same intent rephrased — should exceed similarity threshold.
2026-06-28 21:43:21 eval-1        |     eval_test.go:303: FAIL [tc-0288] semantic_hit           expected=semantic_hit  got=miss          sim=n/a
2026-06-28 21:43:21 eval-1        |                Same intent rephrased — should exceed similarity threshold.
2026-06-28 21:43:21 eval-1        |     eval_test.go:303: FAIL [tc-0289] semantic_hit           expected=semantic_hit  got=miss          sim=n/a
2026-06-28 21:43:21 eval-1        |                Same intent rephrased — should exceed similarity threshold.
2026-06-28 21:43:22 eval-1        |     eval_test.go:303: FAIL [tc-0290] semantic_hit           expected=semantic_hit  got=miss          sim=n/a
2026-06-28 21:43:22 eval-1        |                Same intent rephrased — should exceed similarity threshold.
2026-06-28 21:43:22 eval-1        |     eval_test.go:303: FAIL [tc-0291] semantic_hit           expected=semantic_hit  got=miss          sim=n/a
2026-06-28 21:43:22 eval-1        |                Same intent rephrased — should exceed similarity threshold.
2026-06-28 21:43:23 eval-1        |     eval_test.go:303: FAIL [tc-0292] semantic_hit           expected=semantic_hit  got=miss          sim=n/a
2026-06-28 21:43:23 eval-1        |                Same intent rephrased — should exceed similarity threshold.
2026-06-28 21:43:23 eval-1        |     eval_test.go:303: FAIL [tc-0293] semantic_hit           expected=semantic_hit  got=miss          sim=n/a
2026-06-28 21:43:23 eval-1        |                Same intent rephrased — should exceed similarity threshold.
2026-06-28 21:43:24 eval-1        |     eval_test.go:303: FAIL [tc-0294] semantic_hit           expected=semantic_hit  got=miss          sim=n/a
2026-06-28 21:43:24 eval-1        |                Same intent rephrased — should exceed similarity threshold.
2026-06-28 21:43:24 eval-1        |     eval_test.go:303: FAIL [tc-0295] semantic_hit           expected=semantic_hit  got=miss          sim=n/a
2026-06-28 21:43:24 eval-1        |                Same intent rephrased — should exceed similarity threshold.
2026-06-28 21:43:25 eval-1        |     eval_test.go:303: FAIL [tc-0296] semantic_hit           expected=semantic_hit  got=miss          sim=n/a
2026-06-28 21:43:25 eval-1        |                Same intent rephrased — should exceed similarity threshold.
2026-06-28 21:43:26 eval-1        |     eval_test.go:303: FAIL [tc-0297] semantic_hit           expected=semantic_hit  got=miss          sim=n/a
2026-06-28 21:43:26 eval-1        |                Same intent rephrased — should exceed similarity threshold.
2026-06-28 21:43:26 eval-1        |     eval_test.go:310: PASS [tc-0298] semantic_hit           got=semantic_hit  latency=537ms sim=0.8547
2026-06-28 21:43:27 eval-1        |     eval_test.go:303: FAIL [tc-0299] semantic_hit           expected=semantic_hit  got=miss          sim=n/a
2026-06-28 21:43:27 eval-1        |                Same intent rephrased — should exceed similarity threshold.
2026-06-28 21:43:27 eval-1        |     eval_test.go:303: FAIL [tc-0300] semantic_hit           expected=semantic_hit  got=miss          sim=n/a
2026-06-28 21:43:27 eval-1        |                Same intent rephrased — should exceed similarity threshold.
2026-06-28 21:43:28 eval-1        |     eval_test.go:303: FAIL [tc-0301] semantic_hit           expected=semantic_hit  got=miss          sim=n/a
2026-06-28 21:43:28 eval-1        |                Same intent rephrased — should exceed similarity threshold.
2026-06-28 21:43:28 eval-1        |     eval_test.go:303: FAIL [tc-0302] semantic_hit           expected=semantic_hit  got=miss          sim=n/a
2026-06-28 21:43:28 eval-1        |                Same intent rephrased — should exceed similarity threshold.
2026-06-28 21:43:29 eval-1        |     eval_test.go:303: FAIL [tc-0303] semantic_hit           expected=semantic_hit  got=miss          sim=n/a
2026-06-28 21:43:29 eval-1        |                Same intent rephrased — should exceed similarity threshold.
2026-06-28 21:43:29 eval-1        |     eval_test.go:303: FAIL [tc-0304] semantic_hit           expected=semantic_hit  got=miss          sim=n/a
2026-06-28 21:43:29 eval-1        |                Same intent rephrased — should exceed similarity threshold.
2026-06-28 21:43:30 eval-1        |     eval_test.go:310: PASS [tc-0305] semantic_hit           got=semantic_hit  latency=539ms sim=0.8694
2026-06-28 21:43:31 eval-1        |     eval_test.go:303: FAIL [tc-0306] semantic_hit           expected=semantic_hit  got=miss          sim=n/a
2026-06-28 21:43:31 eval-1        |                Same intent rephrased — should exceed similarity threshold.
2026-06-28 21:43:31 eval-1        |     eval_test.go:303: FAIL [tc-0307] semantic_hit           expected=semantic_hit  got=miss          sim=n/a
2026-06-28 21:43:31 eval-1        |                Same intent rephrased — should exceed similarity threshold.
2026-06-28 21:43:32 eval-1        |     eval_test.go:310: PASS [tc-0308] semantic_hit           got=semantic_hit  latency=524ms sim=0.8508
2026-06-28 21:43:32 eval-1        |     eval_test.go:310: PASS [tc-0309] semantic_hit           got=semantic_hit  latency=602ms sim=0.8639
2026-06-28 21:43:33 eval-1        |     eval_test.go:303: FAIL [tc-0310] semantic_hit           expected=semantic_hit  got=miss          sim=n/a
2026-06-28 21:43:33 eval-1        |                Same intent rephrased — should exceed similarity threshold.
2026-06-28 21:43:33 eval-1        |     eval_test.go:310: PASS [tc-0311] semantic_hit           got=semantic_hit  latency=522ms sim=0.8477
2026-06-28 21:43:34 eval-1        |     eval_test.go:310: PASS [tc-0312] semantic_hit           got=semantic_hit  latency=569ms sim=0.8745
2026-06-28 21:43:35 eval-1        |     eval_test.go:303: FAIL [tc-0313] semantic_hit           expected=semantic_hit  got=miss          sim=n/a
2026-06-28 21:43:35 eval-1        |                Same intent rephrased — should exceed similarity threshold.
2026-06-28 21:43:35 eval-1        |     eval_test.go:303: FAIL [tc-0314] semantic_hit           expected=semantic_hit  got=miss          sim=n/a
2026-06-28 21:43:35 eval-1        |                Same intent rephrased — should exceed similarity threshold.
2026-06-28 21:43:36 eval-1        |     eval_test.go:303: FAIL [tc-0315] semantic_hit           expected=semantic_hit  got=miss          sim=n/a
2026-06-28 21:43:36 eval-1        |                Same intent rephrased — should exceed similarity threshold.
2026-06-28 21:43:37 eval-1        |     eval_test.go:303: FAIL [tc-0316] semantic_hit           expected=semantic_hit  got=miss          sim=n/a
2026-06-28 21:43:37 eval-1        |                Same intent rephrased — should exceed similarity threshold.
2026-06-28 21:43:37 eval-1        |     eval_test.go:303: FAIL [tc-0317] semantic_hit           expected=semantic_hit  got=miss          sim=n/a
2026-06-28 21:43:37 eval-1        |                Same intent rephrased — should exceed similarity threshold.
2026-06-28 21:43:38 eval-1        |     eval_test.go:303: FAIL [tc-0318] semantic_hit           expected=semantic_hit  got=miss          sim=n/a
2026-06-28 21:43:38 eval-1        |                Same intent rephrased — should exceed similarity threshold.
2026-06-28 21:43:39 eval-1        |     eval_test.go:303: FAIL [tc-0319] semantic_hit           expected=semantic_hit  got=miss          sim=n/a
2026-06-28 21:43:39 eval-1        |                Same intent rephrased — should exceed similarity threshold.
2026-06-28 21:43:39 eval-1        |     eval_test.go:303: FAIL [tc-0320] semantic_hit           expected=semantic_hit  got=miss          sim=n/a
2026-06-28 21:43:39 eval-1        |                Same intent rephrased — should exceed similarity threshold.
2026-06-28 21:43:40 eval-1        |     eval_test.go:303: FAIL [tc-0321] semantic_hit           expected=semantic_hit  got=miss          sim=n/a
2026-06-28 21:43:40 eval-1        |                Same intent rephrased — should exceed similarity threshold.
2026-06-28 21:43:40 eval-1        |     eval_test.go:303: FAIL [tc-0322] semantic_hit           expected=semantic_hit  got=miss          sim=n/a
2026-06-28 21:43:40 eval-1        |                Same intent rephrased — should exceed similarity threshold.
2026-06-28 21:43:41 eval-1        |     eval_test.go:303: FAIL [tc-0323] semantic_hit           expected=semantic_hit  got=miss          sim=n/a
2026-06-28 21:43:41 eval-1        |                Same intent rephrased — should exceed similarity threshold.
2026-06-28 21:43:41 eval-1        |     eval_test.go:303: FAIL [tc-0324] semantic_hit           expected=semantic_hit  got=miss          sim=n/a
2026-06-28 21:43:41 eval-1        |                Same intent rephrased — should exceed similarity threshold.
2026-06-28 21:43:42 eval-1        |     eval_test.go:303: FAIL [tc-0325] semantic_hit           expected=semantic_hit  got=miss          sim=n/a
2026-06-28 21:43:42 eval-1        |                Same intent rephrased — should exceed similarity threshold.
2026-06-28 21:43:43 eval-1        |     eval_test.go:303: FAIL [tc-0326] semantic_hit           expected=semantic_hit  got=miss          sim=n/a
2026-06-28 21:43:43 eval-1        |                Same intent rephrased — should exceed similarity threshold.
2026-06-28 21:43:43 eval-1        |     eval_test.go:303: FAIL [tc-0327] semantic_hit           expected=semantic_hit  got=miss          sim=n/a
2026-06-28 21:43:43 eval-1        |                Same intent rephrased — should exceed similarity threshold.
2026-06-28 21:43:44 eval-1        |     eval_test.go:303: FAIL [tc-0328] semantic_hit           expected=semantic_hit  got=miss          sim=n/a
2026-06-28 21:43:44 eval-1        |                Same intent rephrased — should exceed similarity threshold.
2026-06-28 21:43:44 eval-1        |     eval_test.go:303: FAIL [tc-0329] semantic_hit           expected=semantic_hit  got=miss          sim=n/a
2026-06-28 21:43:44 eval-1        |                Same intent rephrased — should exceed similarity threshold.
2026-06-28 21:43:45 eval-1        |     eval_test.go:303: FAIL [tc-0330] semantic_hit           expected=semantic_hit  got=miss          sim=n/a
2026-06-28 21:43:45 eval-1        |                Same intent rephrased — should exceed similarity threshold.
2026-06-28 21:43:45 eval-1        |     eval_test.go:303: FAIL [tc-0331] semantic_hit           expected=semantic_hit  got=miss          sim=n/a
2026-06-28 21:43:45 eval-1        |                Same intent rephrased — should exceed similarity threshold.
2026-06-28 21:43:46 eval-1        |     eval_test.go:303: FAIL [tc-0332] semantic_hit           expected=semantic_hit  got=miss          sim=n/a
2026-06-28 21:43:46 eval-1        |                Same intent rephrased — should exceed similarity threshold.
2026-06-28 21:43:47 eval-1        |     eval_test.go:303: FAIL [tc-0333] semantic_hit           expected=semantic_hit  got=miss          sim=n/a
2026-06-28 21:43:47 eval-1        |                Same intent rephrased — should exceed similarity threshold.
2026-06-28 21:43:47 eval-1        |     eval_test.go:303: FAIL [tc-0334] semantic_hit           expected=semantic_hit  got=miss          sim=n/a
2026-06-28 21:43:47 eval-1        |                Same intent rephrased — should exceed similarity threshold.
2026-06-28 21:43:48 eval-1        |     eval_test.go:303: FAIL [tc-0335] semantic_hit           expected=semantic_hit  got=miss          sim=n/a
2026-06-28 21:43:48 eval-1        |                Same intent rephrased — should exceed similarity threshold.
2026-06-28 21:43:49 eval-1        |     eval_test.go:310: PASS [tc-0336] semantic_hit           got=semantic_hit  latency=1009ms sim=0.8665
2026-06-28 21:43:49 eval-1        |     eval_test.go:310: PASS [tc-0337] semantic_hit           got=semantic_hit  latency=675ms sim=0.8953
2026-06-28 21:43:50 eval-1        |     eval_test.go:303: FAIL [tc-0338] semantic_hit           expected=semantic_hit  got=miss          sim=n/a
2026-06-28 21:43:50 eval-1        |                Same intent rephrased — should exceed similarity threshold.
2026-06-28 21:43:50 eval-1        |     eval_test.go:303: FAIL [tc-0339] semantic_hit           expected=semantic_hit  got=miss          sim=n/a
2026-06-28 21:43:50 eval-1        |                Same intent rephrased — should exceed similarity threshold.
2026-06-28 21:43:51 eval-1        |     eval_test.go:303: FAIL [tc-0340] semantic_hit           expected=semantic_hit  got=miss          sim=n/a
2026-06-28 21:43:51 eval-1        |                Same intent rephrased — should exceed similarity threshold.
2026-06-28 21:43:51 eval-1        |     eval_test.go:303: FAIL [tc-0341] semantic_hit           expected=semantic_hit  got=miss          sim=n/a
2026-06-28 21:43:51 eval-1        |                Same intent rephrased — should exceed similarity threshold.
2026-06-28 21:43:52 eval-1        |     eval_test.go:303: FAIL [tc-0342] semantic_hit           expected=semantic_hit  got=miss          sim=n/a
2026-06-28 21:43:52 eval-1        |                Same intent rephrased — should exceed similarity threshold.
2026-06-28 21:43:52 eval-1        |     eval_test.go:303: FAIL [tc-0343] semantic_hit           expected=semantic_hit  got=miss          sim=n/a
2026-06-28 21:43:52 eval-1        |                Same intent rephrased — should exceed similarity threshold.
2026-06-28 21:43:53 eval-1        |     eval_test.go:303: FAIL [tc-0344] semantic_hit           expected=semantic_hit  got=miss          sim=n/a
2026-06-28 21:43:53 eval-1        |                Same intent rephrased — should exceed similarity threshold.
2026-06-28 21:43:53 eval-1        |     eval_test.go:303: FAIL [tc-0345] semantic_hit           expected=semantic_hit  got=miss          sim=n/a
2026-06-28 21:43:53 eval-1        |                Same intent rephrased — should exceed similarity threshold.
2026-06-28 21:43:54 eval-1        |     eval_test.go:303: FAIL [tc-0346] semantic_hit           expected=semantic_hit  got=miss          sim=n/a
2026-06-28 21:43:54 eval-1        |                Same intent rephrased — should exceed similarity threshold.
2026-06-28 21:43:54 eval-1        |     eval_test.go:303: FAIL [tc-0347] semantic_hit           expected=semantic_hit  got=miss          sim=n/a
2026-06-28 21:43:54 eval-1        |                Same intent rephrased — should exceed similarity threshold.
2026-06-28 21:43:55 eval-1        |     eval_test.go:310: PASS [tc-0348] semantic_hit           got=semantic_hit  latency=530ms sim=0.8558
2026-06-28 21:43:55 eval-1        |     eval_test.go:310: PASS [tc-0349] semantic_hit           got=semantic_hit  latency=567ms sim=0.8645
2026-06-28 21:43:56 eval-1        |     eval_test.go:303: FAIL [tc-0350] semantic_hit           expected=semantic_hit  got=miss          sim=n/a
2026-06-28 21:43:56 eval-1        |                Same intent rephrased — should exceed similarity threshold.
2026-06-28 21:43:57 eval-1        |     eval_test.go:303: FAIL [tc-0351] semantic_hit           expected=semantic_hit  got=miss          sim=n/a
2026-06-28 21:43:57 eval-1        |                Same intent rephrased — should exceed similarity threshold.
2026-06-28 21:43:57 eval-1        |     eval_test.go:303: FAIL [tc-0352] semantic_hit           expected=semantic_hit  got=miss          sim=n/a
2026-06-28 21:43:57 eval-1        |                Same intent rephrased — should exceed similarity threshold.
2026-06-28 21:43:58 eval-1        |     eval_test.go:303: FAIL [tc-0353] semantic_hit           expected=semantic_hit  got=miss          sim=n/a
2026-06-28 21:43:58 eval-1        |                Same intent rephrased — should exceed similarity threshold.
2026-06-28 21:43:58 eval-1        |     eval_test.go:303: FAIL [tc-0354] semantic_hit           expected=semantic_hit  got=miss          sim=n/a
2026-06-28 21:43:58 eval-1        |                Same intent rephrased — should exceed similarity threshold.
2026-06-28 21:43:59 eval-1        |     eval_test.go:303: FAIL [tc-0355] semantic_hit           expected=semantic_hit  got=miss          sim=n/a
2026-06-28 21:43:59 eval-1        |                Same intent rephrased — should exceed similarity threshold.
2026-06-28 21:44:00 eval-1        |     eval_test.go:303: FAIL [tc-0356] semantic_hit           expected=semantic_hit  got=miss          sim=n/a
2026-06-28 21:44:00 eval-1        |                Same intent rephrased — should exceed similarity threshold.
2026-06-28 21:44:00 eval-1        |     eval_test.go:303: FAIL [tc-0357] semantic_hit           expected=semantic_hit  got=miss          sim=n/a
2026-06-28 21:44:00 eval-1        |                Same intent rephrased — should exceed similarity threshold.
2026-06-28 21:44:00 eval-1        |     eval_test.go:303: FAIL [tc-0358] semantic_hit           expected=semantic_hit  got=miss          sim=n/a
2026-06-28 21:44:00 eval-1        |                Same intent rephrased — should exceed similarity threshold.
2026-06-28 21:44:01 eval-1        |     eval_test.go:303: FAIL [tc-0359] semantic_hit           expected=semantic_hit  got=miss          sim=n/a
2026-06-28 21:44:01 eval-1        |                Same intent rephrased — should exceed similarity threshold.
2026-06-28 21:44:02 eval-1        |     eval_test.go:303: FAIL [tc-0360] semantic_hit           expected=semantic_hit  got=miss          sim=n/a
2026-06-28 21:44:02 eval-1        |                Same intent rephrased — should exceed similarity threshold.
2026-06-28 21:44:02 eval-1        |     eval_test.go:303: FAIL [tc-0361] semantic_miss          expected=miss          got=direct_hit    sim=n/a
2026-06-28 21:44:02 eval-1        |                Different customer issue — serving the cached answer would be incorrect.
2026-06-28 21:44:02 eval-1        |     eval_test.go:303: FAIL [tc-0362] semantic_miss          expected=miss          got=direct_hit    sim=n/a
2026-06-28 21:44:02 eval-1        |                Different customer issue — serving the cached answer would be incorrect.
2026-06-28 21:44:02 eval-1        |     eval_test.go:303: FAIL [tc-0363] semantic_miss          expected=miss          got=direct_hit    sim=n/a
2026-06-28 21:44:02 eval-1        |                Different customer issue — serving the cached answer would be incorrect.
2026-06-28 21:44:02 eval-1        |     eval_test.go:310: PASS [tc-0364] semantic_miss          got=miss          latency=0ms
2026-06-28 21:44:03 eval-1        |     eval_test.go:303: FAIL [tc-0365] semantic_miss          expected=miss          got=semantic_hit  sim=0.8505
2026-06-28 21:44:03 eval-1        |                Different customer issue — serving the cached answer would be incorrect.
2026-06-28 21:44:03 eval-1        |     eval_test.go:303: FAIL [tc-0366] semantic_miss          expected=miss          got=direct_hit    sim=n/a
2026-06-28 21:44:03 eval-1        |                Different customer issue — serving the cached answer would be incorrect.
2026-06-28 21:44:03 eval-1        |     eval_test.go:303: FAIL [tc-0367] semantic_miss          expected=miss          got=direct_hit    sim=n/a
2026-06-28 21:44:03 eval-1        |                Different customer issue — serving the cached answer would be incorrect.
2026-06-28 21:44:03 eval-1        |     eval_test.go:303: FAIL [tc-0368] semantic_miss          expected=miss          got=direct_hit    sim=n/a
2026-06-28 21:44:03 eval-1        |                Different customer issue — serving the cached answer would be incorrect.
2026-06-28 21:44:03 eval-1        |     eval_test.go:303: FAIL [tc-0369] semantic_miss          expected=miss          got=direct_hit    sim=n/a
2026-06-28 21:44:03 eval-1        |                Different customer issue — serving the cached answer would be incorrect.
2026-06-28 21:44:03 eval-1        |     eval_test.go:303: FAIL [tc-0370] semantic_miss          expected=miss          got=direct_hit    sim=n/a
2026-06-28 21:44:03 eval-1        |                Different customer issue — serving the cached answer would be incorrect.
2026-06-28 21:44:03 eval-1        |     eval_test.go:303: FAIL [tc-0371] semantic_miss          expected=miss          got=direct_hit    sim=n/a
2026-06-28 21:44:03 eval-1        |                Different customer issue — serving the cached answer would be incorrect.
2026-06-28 21:44:03 eval-1        |     eval_test.go:303: FAIL [tc-0372] semantic_miss          expected=miss          got=direct_hit    sim=n/a
2026-06-28 21:44:03 eval-1        |                Different customer issue — serving the cached answer would be incorrect.
2026-06-28 21:44:03 eval-1        |     eval_test.go:303: FAIL [tc-0373] semantic_miss          expected=miss          got=direct_hit    sim=n/a
2026-06-28 21:44:03 eval-1        |                Different customer issue — serving the cached answer would be incorrect.
2026-06-28 21:44:03 eval-1        |     eval_test.go:310: PASS [tc-0374] semantic_miss          got=miss          latency=0ms
2026-06-28 21:44:04 eval-1        |     eval_test.go:303: FAIL [tc-0375] semantic_miss          expected=miss          got=semantic_hit  sim=0.9185
2026-06-28 21:44:04 eval-1        |                Different customer issue — serving the cached answer would be incorrect.
2026-06-28 21:44:04 eval-1        |     eval_test.go:303: FAIL [tc-0376] semantic_miss          expected=miss          got=semantic_hit  sim=0.8893
2026-06-28 21:44:04 eval-1        |                Different customer issue — serving the cached answer would be incorrect.
2026-06-28 21:44:05 eval-1        |     eval_test.go:303: FAIL [tc-0377] semantic_miss          expected=miss          got=direct_hit    sim=n/a
2026-06-28 21:44:05 eval-1        |                Different customer issue — serving the cached answer would be incorrect.
2026-06-28 21:44:05 eval-1        |     eval_test.go:303: FAIL [tc-0378] semantic_miss          expected=miss          got=direct_hit    sim=n/a
2026-06-28 21:44:05 eval-1        |                Different customer issue — serving the cached answer would be incorrect.
2026-06-28 21:44:05 eval-1        |     eval_test.go:303: FAIL [tc-0379] semantic_miss          expected=miss          got=direct_hit    sim=n/a
2026-06-28 21:44:05 eval-1        |                Different customer issue — serving the cached answer would be incorrect.
2026-06-28 21:44:05 eval-1        |     eval_test.go:303: FAIL [tc-0380] semantic_miss          expected=miss          got=semantic_hit  sim=0.9701
2026-06-28 21:44:05 eval-1        |                Different customer issue — serving the cached answer would be incorrect.
2026-06-28 21:44:05 eval-1        |     eval_test.go:303: FAIL [tc-0381] semantic_miss          expected=miss          got=direct_hit    sim=n/a
2026-06-28 21:44:05 eval-1        |                Different customer issue — serving the cached answer would be incorrect.
2026-06-28 21:44:05 eval-1        |     eval_test.go:303: FAIL [tc-0382] semantic_miss          expected=miss          got=direct_hit    sim=n/a
2026-06-28 21:44:05 eval-1        |                Different customer issue — serving the cached answer would be incorrect.
2026-06-28 21:44:05 eval-1        |     eval_test.go:303: FAIL [tc-0383] semantic_miss          expected=miss          got=direct_hit    sim=n/a
2026-06-28 21:44:05 eval-1        |                Different customer issue — serving the cached answer would be incorrect.
